review_id,source,user_rating,review_text,category,review_date,sentiment,quality_score
review_000043,app_store,3,I used to like instagram because you could just post pictures for your family and friends and SEE ONLY THOSE POSTS.  Now all you get is random people in your feed if no one you follow has been active.   Being back the old instagram.  I don’t care about sponsored people.,Reels & Feed Algorithm,2026-06-06,negative,4
review_000044,play_store,1,"""Total waste of time and storage. Too many bugs, endless ads, and terrible algorithm. This app is getting worse day by day. 1 star is also too much for this!""",Performance Issues,2026-06-21,negative,4
review_000045,play_store,1,"this app became bad, it keeps on banning my accounts out of nowhere while all I do is just existing, I don't even comment or talk to anyone on it, yet it stays two days, and asks for an appeal everytime. I used to love it so much, but it's getting bad. I hope they fix this thing",Account Suspension,2026-06-21,negative,4
review_000046,app_store,1,"Its content creators are best but the app is the worst , they kept me banning for no reason . The employees are crazy dang . I never gonna use this app .",Account Suspension,2026-06-19,negative,4
review_000047,app_store,2,"I have a deleted account and it sucks on my switcher screen even when I  logged out of all my accounts,deleted the app, cleared the cache and removed all my passwords from my phone,it keeps appearing automatically,please help me it really important things to me",Performance Issues,2026-06-19,negative,4
review_000048,app_store,1,"I keep getting suspended from new accounts and I never do anything wrong and I know for a fact It will keep happening if I keep making new ones, Meta AI extremely sensitive af they should get removed fix this insta",Account Suspension,2026-06-06,negative,4
review_000049,play_store,1,"captions won't post with any of my posts, have to go back and edit once I've posted something and add caption & hash tags. also doesnt save drafts for longer than a day.",Performance Issues,2026-06-21,negative,5
review_000050,app_store,1,Ok so instagram said they removed the restriction on my account which they did but it won’t let me follow my friend and my friend cannot follow me back my account status is all green so idk what’s wrong with it,Account Suspension,2026-06-18,negative,4
review_000051,app_store,4,"I just wish that it was easier to make stories, like having a redo button or being able to change select a color without the keyboard in the way",Feature Requests,2026-06-20,negative,4
review_000052,play_store,1,that's app not good multiple issues in this app my I'd was suspended today why that's so bad! 😩 my I'd show is id is suspended for180day why how do I fix it it s not fixing whyyyyyy plsss fix my id quickly i also try do fix it but not fix whyy my I'd (mr__god__devil__),Account Suspension,2026-06-21,negative,5
review_000053,play_store,1,#@dear Instagram please mere Instagram account suspend mat kro aapne mere 16+ account suspend krdiye he or me fair hu me Instagram ke rule ke saath chltaa hu account bmate hi suspend ho rha he !!😔💔🧿,Account Suspension,2026-06-21,negative,4
review_000054,app_store,1,I randomly got logged out of all my accounts. I know my passwords but the app insists they’re wrong. I use my email to try and log in. A notification pops up in the middle of my screen just saying okay. I tap it and it won’t let me in. I try to use my phone number. Same exact thing. I log in through google and it works. I log in through a friends phone and it works. I don’t know if my phones the problem or the app is just giving me more trouble like it has for the past 3 years.,Authentication Issues,2026-06-18,negative,5
review_000055,app_store,1,hate that they took away the option to customize each photo in a carousel to be either landscape or portrait. each update they introduce something and then almost always take it away. i had finally finished a post and was about to post it and it disappeared from my screen as an option. super disappointed,Feature Requests,2026-06-17,negative,4
review_000056,play_store,1,"Message from Instagram, modified to be true. ""You can't make this change at the moment. We're pretending that we don't trust you, but the reality is that we want you to stay logged in on previous devices. Many of our users are idiots who get hacked easily. They are idiots because our platform turns them into idiots. We want to turn you into an idiot.""",Authentication Issues,2026-06-21,negative,5
review_000057,app_store,1,Stop forcing AI onto every feature. Deleted the app after the latest update because I’m so sick of it,Feature Requests,2026-06-19,negative,4
review_000058,app_store,1,"The comment “you are a selfish man” is subject to removal and ultimately not allowed, however the comment “you are a selfish woman” is absolutely ok.",Content Moderation,2026-06-20,negative,4
review_000059,play_store,5,Most bugged and malfunctioning app I ever used. There is no alternative to this app otherwise I will never use it.,Performance Issues,2026-06-21,negative,4
review_000060,app_store,1,"I’ve had instagram for around 6 years now and the only thing I can say about it is that, It trend hops to much and disables accounts without reasons it’s a horrible platform for chatting. Also ran by Israel would not recommend for anybody.",Account Suspension,2026-06-19,negative,4
review_000061,app_store,2,"Not a fan of the trash in here. Sure, it’s hard to police everyone, but when even the ads drop the f-bomb, that’s unacceptable.",Content Moderation,2026-06-17,negative,4
review_000062,play_store,1,This app was good but now it´s contain many errors like banning problem. no way to recover your account. they were banning accounts for no reason.,Account Suspension,2026-06-21,negative,5
review_000063,play_store,1,i have 3 accounts and all three of them are getting banned for no reason when I appeal it comes back next gets banned again,Account Suspension,2026-06-21,negative,4
review_000064,play_store,1,I don't want to give a star but still I can't review without rating that why I have given one star i do not like this app because instagram has permanently banned my mobile ip address so whenever I make a new account it gets suspended by the bot cleaner method that instagram uses to remove bots first it makes me addicted and then blocked my ip address so that the reason I deleted instagram from all my mobiles and never want to restart using again,Account Suspension,2026-06-21,negative,5
review_000065,play_store,5,You can share the knowledge and share your best experience to the world along with instagram. best experience ever. like it. Love it. Thanks to the instagram builder.,General Feedback,2026-06-21,positive,4
review_000066,play_store,1,"In my story line, to whom I don't even follow their stories are coming please remove it very uneasy update",Reels & Feed Algorithm,2026-06-21,negative,4
review_000067,play_store,1,whats The wrong With Instagram and meta. Instagram suspend my lot of Account Without any violation i follow all of camunity guidelines,Account Suspension,2026-06-21,negative,4
review_000068,app_store,1,woke up this morning to BOTH of my accounts suspended. i’ve had both of them over 4 years!,Account Suspension,2026-06-19,negative,4
review_000069,app_store,1,"I’m leaving Instagram. With ads nearly every other post, along with influencers hawking products and a ton of suggested posts for brands, this platform is now just one big advertisement. The new treatment of ads in stories, with the ad symbol tiny and all the way in the right hand lower corner was the last straw. This used to be a platform for connection. Now it’s just an advertising platform.",General Feedback,2026-06-20,negative,4
review_000070,play_store,1,"We're dealing with a really frustrating issue on Instagram right now—whenever we try to reset our password, the email just never arrives. Doesn't matter if we're using Gmail, Hotmail, AOL, or Yahoo, we get absolutely nothing. No reset link, no OTP, just silence. So those of us who forgot passwords are basically stuck, locked out of our own accounts with no fix in sight from Meta.",Authentication Issues,2026-06-21,negative,4
review_000071,play_store,1,pla fixed my account I didn't do anything you just suspended it.,Account Suspension,2026-06-21,negative,4
review_000072,app_store,3,"I’ve been testing the new “Instagram Plus” features and at this point I’m not sure if it’s worth keeping/paying for. Here are my suggestions for making it worth paying for:  1. An option to be notified when a specific person has viewed your story  2. Option to see WHO has replayed your story more than once, not just how many times a story has been relayed (that’s useless to me if I don’t know who replayed it)  3. Option to see and be notified of who unfollows you. The vast majority of users want this feature. We are notified when someone follows us, so why not when they unfollow? Users still have to resort to using (and paying) other apps to track unfollowers, why doesn’t Instagram just make that feature available? It seems unreasonable that they don’t.",Feature Requests,2026-06-20,neutral,5
review_000073,app_store,5,"I love love love instagram but for the love of god PLEASE make it so you can replace already posted photos with new photos, or the ability to go back and edit already posted photos!! Thank you 🩷",Feature Requests,2026-06-20,positive,4
review_000074,play_store,1,"1 star, bad experience, whenever I create a new account I would get suspended within 1 week, I didn't even do anything, I didn't even post bad stuff",Account Suspension,2026-06-21,negative,4
review_000075,play_store,5,amazing app. I do have only one issue though. why do you guys keep removing my followers and adding them back? then removing them again?,Content Moderation,2026-06-21,negative,4
review_000076,app_store,1,My account suspended since a month and I submitted an appeal but there is no updates,Account Suspension,2026-06-20,negative,4
review_000077,play_store,1,"My account got suspended without any reason, Every community guidelines was obeyed by me but still, it got suspended",Account Suspension,2026-06-21,negative,4
review_000078,play_store,5,it's very good but when I try to boost my post it says not delivering and I don't know why?,Creator Tools,2026-06-21,negative,4
review_000079,app_store,1,"I’m leaving Instagram. With ads nearly every other post, along with influencers hawking products and a ton of suggested posts for brands, this platform is now just one big advertisement. The new treatment of ads in stories, with the ad symbol tiny and all the way in the right hand lower corner was the last straw. This used to be a platform for connection. Now it’s just an advertising platform.",General Feedback,2026-06-20,negative,4
review_000080,play_store,5,my account is banning again and again and being suspended again I am unable to use this account can any one tell me that what is happening I don't know 🤷‍♀,Account Suspension,2026-06-21,negative,4
review_000081,play_store,1,"Meta, Instagram was much better before forcing AI features into our accounts. Many users are frustrated because it’s ruining the experience and making the app less enjoyable. If this continues, I will delete Instagram and stop using it completely. Please listen to your users and remove these AI features. Fix this issue, and many of us will return.",Feature Requests,2026-06-21,negative,5
review_000082,app_store,4,I love this app! But all i wish for is for them to give us access to the older chat themes..,Feature Requests,2026-06-19,neutral,4
review_000083,play_store,1,my account was suspended to day i never recieved the verification code in my mail please recover my account hari my account is ayush__baman0 please recover my account I do not any tipe of wrong thing and wark some my account,Account Suspension,2026-06-21,negative,4
review_000084,play_store,1,adstagram is a good app... sometimes I see content creator's that's little frustrating but most of the times it's all ads... thank u adstagram,Reels & Feed Algorithm,2026-06-21,negative,4
review_000085,app_store,1,"This app keeps deleting my accounts for no reason!! I’ve reached out countless of times and got ignored or told there was nothing they could do. This meta AI is very disappointing to me, don’t get this app.",Account Suspension,2026-06-18,negative,4
review_000086,play_store,5,"Thanks for requesting a copy of your information. Once we've finished creating these files, we will send you another email to let you know that they're ready to download to a mobile device or computer. When your files are ready, they will be available on the export your information page. For security reasons, they are only available to download for 4 days after they're ready. If you did not request a copy of your information, please take steps to further secure your account. Thanks, The Meta",Customer Support,2026-06-21,neutral,4
review_000087,play_store,1,"I've been experiencing major technical issues with Instagram lately. My account was suspended today, and while I attempted to appeal the decision, I never received the verification code in my email. Thinking it might refresh the session, I logged out, but now I'm completely locked out. Even the 'forgotten password' route fails, showing 'unable to log in, please try again later.' This is incredibly frustrating. Please look into these login bugs and fix this as soon as possible. id- anuragchayal",Authentication Issues,2026-06-21,negative,5
review_000088,app_store,2,I get better playback from an international zoom call on my phone then I do playing the stories I’ve already loaded to my profile that are already fully downloaded to your server….. stop being lazy dicks. I should never have stall out on an already existing piece of content. Period.,Performance Issues,2026-06-20,negative,5
review_000089,app_store,1,"I’m really getting tired of this attempt at trying to normalize AI usage. For context I see that the new update makes it so that every time you go to save something like a reel or photo you get an automatic AI general summary of a 30 second video….really? It’s unneeded especially when you’re not giving the option to opt out. I can’t even save a reel without contributing to Gen AI now? It’s really silly that CEOs/leaders swear that AI is an inevitable evolution of society while shoving it down everyone’s throats. We don’t need AI, you do. If you’re going to mess up the planet anyway at least give me the option to decide if I want to contribute to that or not.",Feature Requests,2026-06-20,negative,4
review_000090,app_store,1,"Maybe start giving us strikes instead of suspending us out of nowhere, like TikTok for example. Giving us strike would just cool us down and be softer in the community to prevent suspension.",Account Suspension,2026-06-18,negative,4
review_000091,app_store,1,Every time I make an account it gets suspended for no reason at all around the summer time. A few times I didn’t even follow anyone or update the profile at all and an hour later it got suspended. And the appeal is damn near impossible to do.,Account Suspension,2026-06-20,negative,5
review_000092,play_store,1,I am unable to logging my insta account even my password is correct but still it showing incorrect password I have done multiple forget password after that also I unable to logging in the insta app while I am able to logging in chrome but in app,Authentication Issues,2026-06-21,negative,5
review_000093,app_store,1,Can’t see stories blanked out so turns. Messages that’s already been read appear again aas if it hasn’t. Also music plays randomly from video I’m no longer watching. Please fix,Performance Issues,2026-06-20,negative,4
review_000094,play_store,5,"bestest app I have ever used, but some people I mean hackers are thinking they're smart.. I wish my account would never suspend again like my previous accounts cuz I put lots of effort into it.. thank you",Account Suspension,2026-06-21,negative,4
review_000095,play_store,1,l only post one reel and instagram supend my I'd What the hell instagram doing,Account Suspension,2026-06-21,negative,4
review_000096,play_store,5,best app ever but sometimes the bug is annoying,Performance Issues,2026-06-21,neutral,4
review_000097,play_store,1,very bad 😡when a song choose to reel then one song never ending untill i uninstall insata🙏and never showing real follower💔,Performance Issues,2026-06-21,negative,4
review_000098,play_store,1,"You disabled my account unfairly I didn't post anything to the public i follow rules ,now I lost my friends you are very unprofessional",Account Suspension,2026-06-21,negative,4
review_000099,app_store,1,"I haven’t done anything against the Instagram policy but their meta ai make the mistake of flagging any and everything that goes on, resulting in conversations being lost, accounts being disabled and suspended, and loss of followers and friends. Not a good app.",Account Suspension,2026-06-06,negative,4
review_000100,play_store,1,this is too much frustrated app suspend Or disable my. id without any reason 😡😡😑😑😑 I am very disappointed from this my id without any reason is disabled so many time,Account Suspension,2026-06-21,negative,4
review_000101,play_store,1,"crashy crashy, meta need better devs 😭 how does it keep getting worse, is this on purpose? latest (2026) meta are overriding my gesture controls, dark patterns and poor etiquette",Performance Issues,2026-06-21,negative,5
review_000102,play_store,5,Really itsAmazing app Beautiful picture in this app Instagram team I wanted to give review to i made a mistake my new account is growing 💗 thanks lot Instagram team 😁,General Feedback,2026-06-21,positive,4
review_000103,app_store,1,I’ve gotten banned about 5 several times for no reason. With this new ai feature if they can’t fix that simple feature I won’t be using this app anymore. I really miss my accounts built a legacy off them for them to be gone.,Account Suspension,2026-06-19,negative,4
review_000104,play_store,1,I m a person who loved to upload memes on my ig I even reached 5k followers but suddenly after a week or 2 my second acc got suspended and for taht my main acc with alt got suspended and when I gave my details while appealing it didn't work and said your acc is disbanded and I can't even appeal and now it's gonna get deleted my work of 6 months just got destroyed by meta ai I didn't even do anything it just suspended itself i m requesting pls help atleast this one (@broken.plastic.chair),Account Suspension,2026-06-21,negative,5
review_000105,play_store,5,"""My friend's account was suspended unexpectedly. Please review the case and improve support for users facing this issues ""Please review my friend's suspended account. A lot of hard work, memories, and time went into building it. We believe this may have been a mistake. We kindly ask for a fair review and hope the account can be restored soon.""",Account Suspension,2026-06-21,negative,5
review_000106,app_store,1,"The meta ai search is garbage. I don’t like ai and hate how companies are shoving it down our throats. If you’re going to implement this garbage system, at least give users a way to completely opt out of any ai systems and go back to the old search function.",Feature Requests,2026-06-19,negative,4
review_000107,play_store,2,"Although the app is good but it suspends your account without any reason and the account gets restored after many days,Or the account is not returned at all. this is the only thing that I do not like in this app.",Account Suspension,2026-06-21,negative,4
review_000108,app_store,1,Since h the e new updates I haven’t been able to post on my feed. I keep getting a something went wrong error and the post never posts. Just goes away. Sign,Performance Issues,2026-06-18,negative,4
review_000109,play_store,1,"no star because the Instagram using suspension on someone without giving a valid reason. They still don't know if that's the real reason before they suspend anyone's account. If Instagram keep doing this, a lot of people will leave the Instagram. bad feed back of this app, y'all need a valid reason before suspending. and if anyone appeal, Instagram will not accept, like bruh? do you know the real reason, if that's still there account or anything. this app is crazy.",Account Suspension,2026-06-21,negative,4
review_000110,app_store,1,yall suck can’t even contact nobody to get my accounts back that’s been wrongfully suspended,Account Suspension,2026-06-20,negative,4
review_000111,app_store,1,"Got all my accounts suspended for no reason and I can’t even appeal bc they won’t send me the code and I did nothing wrong to get suspended so idk what’s going on but I’m so done with instagram. Don’t recommend using. I see gore and porn on this app all the time but they never get taken down but somone who doesn’t post or anything and like I said only follow 4 people, that’s somehow a problem.",Account Suspension,2026-06-06,negative,5
review_000112,play_store,3,"If you ever mistakenly send someone a request whom you don't know, there's a very complex process to find the person out unless it accepts the request. There should be a separate section where you could find all the requests sent.",Feature Requests,2026-06-21,negative,4
review_000113,play_store,1,"hey Instagram team why did they suspend my account and not just once but many times they have done this to me. No matter how many IDs I create, they are getting suspended every other day. Please pay a little attention to this, I lost everything, my pictures were also there and my proposal documents were also there and I had many friends who are no longer there, please return my ID 🆔",Account Suspension,2026-06-21,negative,5
review_000114,app_store,3,it’s a good app but i keep getting wrongly banned without the option of a safe appeal,Account Suspension,2026-06-19,negative,4
review_000115,play_store,1,stupid update. suddenly i see many inappropriate ads and i cant seem to click not interested to avoid those ads.,Performance Issues,2026-06-21,negative,4
review_000116,play_store,1,this app is my all account suspended this is very bad i request please recover my accounts,Account Suspension,2026-06-21,negative,4
review_000117,app_store,1,I do not want to see ads on the FOLLOWING section of the app. I already see an excessive amounts of ads everywhere else. I go to FOLLOWINGS so I can only see the content of the people I follow and nothing else. And now you are starting to show me ads?!?!,Feature Requests,2026-06-19,negative,4
review_000118,play_store,1,They just keep breaking it and making it worse.,Performance Issues,2026-06-21,negative,4
review_000119,play_store,3,my instagram account got disabled and whenever I tried to appeal it got rejected many times and I sent an email too. but no response. please help me to recover my account and it is personal. I request you to review my account and get it recovered please 🥺,Account Suspension,2026-06-21,negative,4
review_000120,app_store,1,"Has anybody else also been seeing their friends or partner online when they say they’re asleep, or u can visibly see them sleeping, but notice they’re active? After a long time of trying to understand it which it caused me to fight with my partner a lot of times it’s proven it’s a bug, so  don’t  think someone’s ignoring you they most likely are not ❤️",Performance Issues,2026-06-20,negative,4
review_000121,app_store,2,"This app honestly annoys me so bad because since August 2025 is when I got my first account and everything was going fine until around October it randomly suspended my account and I would wait at least 2 weeks to make a new one and it would immediately suspend it. Any account that I have had it got suspended, and my accounts are for my small business and for me to post for fun whether it’s of myself or of what activity I’m doing. There’s no reason my account should be getting suspended and it’s still going on till this day, my only account that I have left just got suspended and this app is so frustrating🙄.",Account Suspension,2026-06-19,negative,5
review_000122,app_store,2,"The only thing I do on Insta is talk to my friends and make stories, and both my alt & main got suspended for “ being linked to another account that went against guidelines “ and I don’t have another account besides those 2? META is having a useless ban wave on Insta, the AI moderation isn’t helping with anything, I like the features on the app but sorry, I can’t enjoy them because they suspended my accounts.",Account Suspension,2026-06-21,negative,5
review_000123,app_store,3,"The existing chat groups that existed have now become non-visible using the send to group button with 2 people selected double sends the content,  bravo AI coder",Messaging & DMs,2026-06-18,negative,4
review_000124,play_store,1,Does not let you open inst in the browser on mobile but forced you to install app. Let me use my device like I want and keep your bloatware off,Performance Issues,2026-06-21,negative,4
review_000125,app_store,1,"i've been using the app for 5 years. First account I ever had was hacked, and I got 0 help from instagram support. Just recently, both my accounts were disabled for CSE. I want to make it clear that i've never reached or distributed any explicit content involving not just children, but anyone for that matter. After submitting my appeal, it took less than 5b minutes to receive an wish stating my appeal was denied. I have no way get in contact with a real human being, and I hate how dependent they are on A.I.",Account Suspension,2026-06-19,negative,5
review_000126,app_store,1,"The AI features bog down the functionality of the app way too much. We don’t need AI summaries on reels, that’s what captions written by HUMAN BEINGS are for!!! And the gen AI filters and effects make what used to be a fun way to spruce up our pictures and videos virtually unusable (the filters that I saved and used to be able to use are rendered entirely unaccessible). Users don’t need this garbage.

I miss the 2021 version of Insta. I’m sure even more people miss much before that.",Feature Requests,2026-06-19,negative,5
review_000127,app_store,2,I have like 4 accounts and only 1-2 of them get the news est updates whilst the one I use frequently takes forever to get the same update by the time a new update comes out my main account is still stuck on the one before then when I try to update it doesn’t give me the options I feel as though this has been going on for a couple of updates now and it still hasn’t been fixed and can some of please fix this like my main account rn does not have instants but the accounts I barely used do.,Performance Issues,2026-06-06,negative,4
review_000128,app_store,1,Getting banned for cse anything account i make gets banned because you guys want to cut corners on a stupid Ai,Account Suspension,2026-06-19,negative,4
review_000129,play_store,1,"instagram day by day updates was waste of time and also , it's revealed personal information to pudlic, and it's being to convert fights to friends.😡",Privacy Concerns,2026-06-21,negative,4
review_000130,app_store,2,"I’m uploading Content and it’s not even showing upload progress. It needs an update, idk if it’s because a lot of people are crashing the internet I’m leaving my phone out after uploading and after an 1hr it’s no upload to my page, only 50/50 percent of the time it’s posting the post without showing the progress to uploading but yeah besides that issue right now instagram is a great app!",Performance Issues,2026-06-18,negative,5
